Population_Density_2010,Population_2010,White_Population_2010,Black_Population_2010,Asian_Population_2010,All_Other_Races_2010,Hispanic_Latino_2010,Household_Income_2015,Public_Nutrition_Assistance_2015,Employment_Rate_2015,Commercial_Construction_2015,Commercial_Size_2015,Commercial_Size_Total_2015,Commercial_Building_Age_2015,Fincancial_Services_Proximity_2015,Bachelors_Degree_2015,High_School_Diploma_2015,Early_Care_Proximity_2015,SchoolAge_Proximity_2015,Library_Card_Prevalence_2015,Proficiency_Elementary_School_2014,Proficiency_Middle_School_2014,Proficiency_High_School_2014,Highschool_Graduation_Rate_2014,Student_Absenteeism_2014,Neighborhood_School_Attendance_2014,Voter_Participation_2015,Low_Cost_Healthcare_Proximity_2016,Grocery_Proximity_2015,Pharmacy_Proximity_2015,Park_Proximity_2015,Births_to_Adolescents_2014,Low_Birthweight_2014,Prenatal_Care_2014,Age_of_Death_2014,Public_Health_Insurance _2015,Housing_Density_2015,Single_Family_Housing_2015,Housing_Size_2015,Housing_Age_2015,Rental_Houses_2015,Residential_Renovation_2015,Foreclosures_2015,Home_Sales_Price_2015,Housing_Violations_2015,Subsidized_Housing_2015,Home_Ownership_2015,Residential_Occupancy_2014,Rental_Costs_2014,Violent_Crime_Rate_2015,Property_Crime_Rate_2015,Disorder_Call_Rate_2015,Animal_Control_Call_Rate_2015,Fire_Call_Rate_2015,Nuisance_Violations_2015,Long_Commute_2014,Bicycle_Friendliness_2015,Street_Connectivity_2016,Sidewalk_Availability_2013,Transit_Proximity_2015,Transit_Ridership_2015
6,983,90,3.2,2,1.2,3.6,64667,1,94,2.52,,,,93,75,92,97,97,19,95.2,88.2,,100,0,93,27,0,92,28,85,0,5.4,89.2,80,3,4,39,2426,51,12,7.57,0,562263,0.32,0,50,94,844,0,14.8,51.9,13,11.1,1.4,49,1.7,1.14,66.3,100,33
7,794,24.1,43.6,3.9,3.7,24.8,35754,20,89,0,6537,26146,26,0,34,93,100,100,18,51.2,36.4,9.1,100,10,75,14,0,37,100,92,5,17.5,65,59,24,3.9,41,1593,34,25,3.46,1.6,,0.45,0,44,100,1049,4.8,25.6,119.8,47.9,15.2,8.5,71,1.3,1.18,30.8,100,11
9,1248,17.5,65.1,0.9,2.2,14.3,22468,36,90,1.42,30255,514334,36,100,18,83,92,92,21,25,42.9,,100,13,58,8,100,0,100,0,3.3,13.3,63.3,70,44,3.9,0,,,,0.71,0,,0.54,0,12,100,683,9.4,51.4,219.6,25.7,56.1,2.2,55,1.3,1,60.5,100,81
3,1848,67.3,21.8,1.8,3,6.1,77344,6,91,0.15,3968,23806,37,1,41,97,11,10,21,51.1,35.1,20,86,7,74,14,1,3,3,38,0,6.2,82.7,69,7,1.2,100,2139,14,18,1.02,1.4,172357,0.12,0,92,100,1682,1,12.4,46.3,22.9,11.9,5,56,1.3,1.17,59.3,34,40
3,1839,14.9,51.8,1.8,2.6,28.9,48309,40,93,0.55,11805,720110,39,3,13,69,79,79,26,52.3,23.9,18.8,72,13,68,10,0,0,1,1,2.4,15.3,54.1,58,45,0.8,100,1582,20,34,0,3.5,107420,0.73,0,38,81,1179,5.8,49.5,117.5,83.8,25,14.4,81,1.4,1.11,44.6,6,70
1,704,21.7,38.5,4.8,3.7,31.3,47065,42,69,0.59,17673,1219409,36,0,5,69,99,99,21,41.4,19.2,40,83,20,64,15,98,0,0,87,0,7.1,50,69,36,0.5,100,1139,54,42,0.59,0,52167,5.58,0,48,100,1040,41.8,201.3,1324.2,168.6,74.5,47,71,1.3,1.18,30.7,100,67
2,1475,5,82.5,1.4,2.8,8.3,36298,30,83,0.47,7348,205752,35,15,14,81,100,100,21,36.4,17.5,17.6,82,12,75,14,47,14,19,56,21.4,10.7,60.7,68,32,1,76,1293,25,33,0,1.8,60167,0.76,0,43,92,916,9.6,57.6,193.9,51,46.2,15.6,75,1.3,1.16,36.9,100,25
2,2557,30.3,47.2,4.8,2.3,15.4,45913,27,93,0.67,20054,521396,32,3,13,86,91,91,13,31.9,18.2,50,94,12,80,20,0,13,28,35,1.4,13.9,63.9,70,29,1,92,1495,36,23,0.67,1.2,108109,1.3,8,67,91,856,8.8,53.8,228,67,40.9,16.6,69,1.4,1.18,22.4,89,29
1,881,17.1,62.9,3.3,1.8,14.9,19737,51,89,1.03,25607,2688701,45,1,11,54,99,99,18,19.4,28.2,12.5,83,21,65,12,0,0,98,18,14.7,14.7,41.2,53,43,0.5,81,1127,54,51,0.15,1.2,44500,1.76,0,20,95,877,28.1,138.4,846,94.7,100.9,21.5,39,1.3,1.31,20,100,33
5,2366,32.4,47.8,1.9,3.6,14.2,41375,25,90,1.81,57552,1496345,25,0,30,90,100,100,19,33.8,21.7,64,86,10,82,13,0,41,100,4,4.2,4.2,62,67,27,2.9,20,1227,41,40,1.81,1.4,85071,1.85,1,36,89,865,4.9,138.5,173.1,41.8,34.9,23.8,62,1.5,1.16,54.3,100,31
5,1323,93.3,1.7,1.9,1.3,1.9,54679,1,89,0,636,2544,16,8,58,100,0,19,19,80.5,86.7,,88,4,91,40,0,9,10,26,0,0,96.4,80,3,2.1,57,3138,35,7,8.88,0.3,376697,0,0,93,91,,0,5.1,27.9,22,14.7,2.4,62,1.7,1.05,43.6,100,9
8,2055,31.8,41.9,2.5,4.3,19.5,31667,33,93,0,6115,61145,38,0,29,91,100,100,25,35.4,26.6,41.7,79,16,89,7,0,52,52,0,3,10.6,56.1,77,37,3.9,17,1365,30,39,1.22,3.1,218667,,0,30,90,809,6.2,28.9,,,,1.2,80,1.2,1.03,,100,2
4,1875,36.7,31.5,1.8,4.6,25.4,39449,32,93,0,10830,75810,20,4,14,81,66,65,23,34.4,35.8,50,74,14,88,9,0,8,5,60,2.8,15.5,63.4,65,39,1.2,61,1493,31,31,1.35,1.1,87143,,0,60,96,928,5.3,66.7,,,,2.2,73,1.3,1.03,15.2,61,3
4,1701,38.6,33.9,5.3,2.1,20.2,59167,22,87,0.23,30256,332813,11,54,30,83,33,14,22,47.2,26.7,63.3,88,11,67,21,0,62,62,31,3.9,3.9,51.9,67,27,1.5,91,1996,27,19,1.84,2.2,125034,0,0,73,90,1147,3.8,41.2,110.3,60.5,20.4,14.7,76,1.6,1.15,41.1,85,25
4,2024,39.7,36.2,3,4.2,16.9,34657,27,90,0.44,18519,203711,30,0,22,97,96,96,19,35.7,29.2,38.9,75,14,67,14,53,19,24,8,3.4,5.1,55.9,61,29,2.4,47,1675,35,21,1.54,1.5,97960,1.96,1,59,84,820,6.5,26,127.7,44.6,27.7,12.8,76,1.4,1.05,25.6,100,2
4,2146,85.1,6.1,4.5,1.2,3.1,114423,2,92,0.17,6112,24449,25,52,68,97,4,51,21,94.7,82.8,81.3,100,3,92,26,0,49,51,76,0,6.8,77.3,71,3,1.6,67,3045,22,7,2.85,0.3,390837,0.11,0,69,97,1305,0.8,8.9,21.9,15,15.4,2.6,69,1.5,1.08,39,54,6
2,643,71.4,8.6,9,2.6,8.4,53125,4,98,3.26,35267,317406,14,54,48,97,1,52,17,73.7,87.5,90,100,7,96,21,0,34,36,62,0,0,100,80,7,1.6,14,2510,23,23,2.53,0,236943,0,0,75,98,1183,0,7.7,29.7,14.3,50.6,7.8,80,1.3,1.22,22.8,0,
3,1758,11.9,64.8,3.9,1.9,17.4,38517,26,84,0.18,5987,41912,31,0,14,86,100,99,17,36,21.4,55.6,56,12,74,12,0,10,8,45,5.3,5.3,50,68,30,1.2,79,1551,23,22,0.9,2.6,103289,1.03,0,65,90,1251,3.3,16.8,87.3,42.3,13,9.6,60,1.5,1.09,39.7,45,
6,3227,66.2,7,18.7,1.7,6.4,108462,2,99,3.37,5142,35996,20,50,74,98,27,34,20,83.6,76.8,73.9,96,5,95,19,0,0,0,84,0,5.5,78.1,69,6,2.1,81,2809,13,11,12.9,0.6,281775,0,0,81,96,1912,0.3,5.8,19,13,14.7,1.2,63,1.5,1.16,85.7,0,
1,742,30.7,52.3,5.4,3.4,8.2,73359,14,98,0,1836,1836,10,0,43,100,27,0,15,53.1,29.8,50,78,8,88,12,0,0,0,15,0,0,63.2,77,19,0.5,100,1840,23,25,0.51,1,135706,2.37,0,64,94,1129,2.5,17.3,34.7,35.9,29.7,13.9,65,1.2,1.11,10.5,0,
5,3753,28.8,37.4,25,3,5.7,95208,8,95,0.98,15709,377006,13,38,48,93,0,0,20,61.2,59.4,35.1,97,8,75,17,40,45,19,0,3.8,10,68.8,71,12,1.5,100,2859,13,12,1.23,1.4,252616,0.08,0,73,96,1775,1.5,16.1,49.4,14.6,16.4,3,57,1.6,1.08,74.2,35,
4,2920,43.2,29.5,18,2.7,6.5,84028,5,92,0.96,12225,158926,17,40,41,96,66,66,20,46.4,48.9,50,100,8,81,19,51,47,48,12,1.2,8.5,62.2,74,8,1.6,65,2286,17,15,0.96,1.3,184008,0.44,0,52,96,1281,0.3,20.3,43.9,22,24.6,5.9,65,1.7,1.05,58.6,84,11
2,2383,36.3,43.3,4.2,3.9,12.3,63203,14,90,0.8,8646,77813,36,0,41,91,90,90,16,50,30.6,38.5,83,9,66,9,0,5,3,0,0,10.3,60.9,54,20,0.8,81,1802,20,22,0.32,2.2,137170,0.4,0,60,98,945,0.7,18.1,58.7,33.3,18.5,11.2,70,1.4,1.05,33.2,0,2
3,2958,23.3,62.4,2.5,2.9,8.9,54943,22,93,0.45,7138,71381,23,0,28,88,44,65,25,33.3,20.1,40.5,86,12,78,11,0,39,36,55,1.8,11.7,64.9,61,25,1.1,98,1889,15,28,0.45,3.6,118578,0.75,0,75,92,1250,1.7,23.5,94.2,45.3,15,10.8,68,1.3,1.08,53.7,76,35
3,1531,9.4,84.6,0.5,1.1,4.4,19250,74,70,2.97,19738,2881703,53,75,11,70,100,100,46,20.9,15.4,28.6,63,26,62,5,43,74,0,59,4.6,18.2,40.9,59,63,0.5,65,1126,70,50,0.87,1.4,121542,6.6,47,36,79,925,44.2,151.4,1509,66.3,137.5,35.8,58,1.4,1.29,76.7,100,86
3,3368,9.8,77.8,2.3,2.8,7.4,45094,36,86,1.39,65360,2810489,34,0,15,88,85,86,25,34.6,22.9,30,84,14,71,13,0,0,0,50,6.5,18.7,69.1,66,36,1.1,100,1373,25,32,0.9,2,79524,1.09,0,80,98,1121,6.8,30.9,102.5,54.7,21.6,21.7,50,1.4,1.1,47,65,18
2,909,2.5,91.2,1.4,2.3,2.5,16250,61,68,0.82,3427,51411,46,0,7,67,100,100,27,26.2,12.2,28.6,91,12,66,8,0,0,0,100,7.7,7.7,61.5,71,55,0.8,76,1076,45,51,0.82,1.5,72542,5.14,26,33,90,809,14.7,42.4,228.4,64.5,44.2,41.6,54,1.8,1.25,36.2,100,43
3,2707,6.3,81.4,2.2,1.8,8.3,31726,40,74,1.16,17989,827480,32,0,9,82,86,86,19,21.7,14,32.4,81,19,72,18,0,0,0,83,7.8,14.3,61,64,40,1.4,80,1317,37,31,1.55,2.3,84286,2.53,10,48,94,861,10,54.8,165.1,67.2,34.1,18.5,48,1.4,1.13,31.4,100,35
9,2548,34.5,45.3,1.6,4.5,14.1,31078,19,90,2.04,26569,132845,32,56,47,95,0,21,22,37.2,22.7,66.7,77,10,81,10,0,0,0,27,5.7,8,61.4,54,22,3.9,8,3588,33,16,2.72,0,555350,1.15,0,14,92,906,2.3,28.2,58.7,19.9,21.5,0.4,56,1.4,1.13,42.6,93,127
5,1822,21.5,53,1,4.1,20.4,39605,29,85,0.54,7772,186519,38,35,18,90,100,100,23,42.7,26.9,50,79,9,64,17,28,20,43,97,0,8.9,68.9,69,33,1.9,100,1301,31,29,1.9,1.9,93341,1.15,0,70,90,1087,5.7,32,116.5,77.9,15.5,30.3,73,1.5,1.08,40.3,100,54
5,818,56.4,37.2,2.6,1.7,2.2,49310,22,96,12.06,10117,647505,45,100,54,91,100,100,17,35,56.3,,86,18,78,26,100,93,100,100,0,13.3,83.3,64,21,3.1,42,1443,68,38,10.34,0,401895,0.55,17,39,86,977,5.5,80.9,546.6,37.7,104.2,8.6,31,1.5,1.44,97.9,100,45
6,3664,17.9,29,2.2,2.6,48.3,27470,38,87,8.88,11196,750137,39,96,7,46,94,97,11,14.5,22.3,28.1,64,11,81,15,94,88,75,77,4.6,10.8,40.7,63,38,2.7,28,1407,57,31,2.96,1.4,163312,10.26,0,20,84,698,13.1,45.2,241.7,29.8,24.6,16.4,58,1.8,1.27,73.2,100,126
11,1991,5.3,55.5,4.2,3.3,31.7,28205,32,92,1.11,16913,219873,29,93,11,62,100,100,19,26.8,20.9,33.3,70,15,78,7,81,83,84,19,3.8,9.8,51.9,34,35,5,28,1559,19,32,1.66,3.5,,1.98,0,10,85,763,7.7,28.8,146.2,43.4,19.9,12.1,61,1.5,1.05,57.5,99,347
6,946,11.9,69.3,2.5,1.5,14.7,33648,28,98,1.98,14778,103444,25,74,10,84,100,100,28,19,14.8,44.4,87,16,72,12,100,100,65,3,5.8,13.5,53.9,37,33,3.6,20,1727,36,20,2.64,3.3,77433,0.74,1,49,76,814,14.2,47.3,185.3,33.9,26,4.5,74,1.5,1.14,40.5,100,49
4,765,9.9,58.3,4.3,3.4,24.1,21607,31,95,0,27604,220830,25,0,11,82,100,100,30,35.7,25,,,16,71,14,100,72,0,100,0,8.8,64.7,71,31,2,28,1703,33,28,0.54,2,,1.11,0,13,100,625,11.1,52,258.7,60.7,53.2,5.8,78,1.5,1,67,100,19
6,1430,19.9,54.7,5.7,2.9,16.8,31111,28,85,0.44,93824,187647,37,34,24,76,100,100,18,26.8,27.3,33.3,80,13,74,20,86,14,16,53,2.4,11.9,69.1,62,34,2.8,71,1278,44,26,3.07,0.8,77346,1.58,0,55,89,862,5.7,25.2,162.3,84.3,14.5,14.7,65,1.4,1.17,39.3,100,18
8,1972,56.2,12.2,18.9,3.5,9.2,124479,3,96,0.41,4075,4075,13,0,67,100,77,79,20,77.5,78.7,70.6,100,4,94,13,0,0,1,62,0,10.1,73.9,57,6,3.2,54,2937,11,5,4.49,0.5,235447,0,0,95,100,1109,0.5,6.9,21.5,28.8,13.2,0.4,73,1.6,1.14,59.1,0,
4,1722,77.1,6.4,9.9,1.7,4.9,80127,2,98,0.21,33581,134325,10,49,66,96,97,100,18,75.6,77.3,80,100,4,98,18,39,34,34,76,0,4.8,76.2,66,4,1.3,71,2968,16,8,3.37,0,279825,0,0,78,96,1143,0,12.6,25.1,6,16.4,0.8,55,1.4,1.11,68.7,0,
3,853,68.8,12.7,9,1.9,7.6,66607,2,88,4.89,36851,737012,15,62,48,91,100,100,20,65.5,66.7,80,100,2,91,20,83,68,81,0,4.8,0,57.1,84,4,1.4,47,2972,21,10,1.4,1.1,343433,0.25,0,52,97,945,1.1,48.9,152.4,30,48.9,3,48,1.3,1.09,37,82,27
3,2538,59.1,9.2,22.2,1.8,7.7,118194,2,96,1.06,32073,673537,14,46,73,97,1,12,24,85.6,87.7,77.5,100,3,96,12,19,44,38,78,1.1,3.4,86.4,67,5,1.2,53,3049,9,15,0.85,0.3,309739,0,0,57,98,1453,1,13.7,67.9,18,21.6,1.1,81,1.3,1.31,53.1,53,105
3,952,9.5,73.5,4.5,3.6,8.9,44702,44,90,0.26,37099,296793,46,9,8,90,98,98,21,22.4,12,53.8,67,17,73,15,0,0,15,16,3.7,18.5,48.1,67,41,1.1,81,1301,24,30,0.79,1.7,87016,2.23,0,25,93,1000,13.1,48,94.2,53.2,14,21.8,77,1.3,1.05,40.2,100,10
0,1584,43,25.1,7.5,3.2,21.2,57596,11,98,1.2,41944,2181075,20,0,22,77,25,34,18,42.6,37.1,58.8,79,8,44,13,0,0,26,20,0,8.8,52.9,73,18,0.2,92,1781,30,18,0.03,1.8,141900,0,0,88,91,1160,2.9,53.4,113.8,76,26.7,9.3,48,1.2,1.14,25,28,1
3,1741,89.4,2.9,2,1.4,4.4,118611,2,85,0,,,,0,66,99,1,1,23,78.8,68.8,83.3,92,5,84,34,0,0,0,27,0,11.1,88.9,72,4,1.3,100,2476,35,8,4.41,0.2,279912,0.58,0,98,100,,0,4.4,33.3,29,16.9,6.4,70,1.5,1.09,19.3,1,
6,2961,73.3,6,12.3,2.9,5.6,92138,2,94,0.21,1615,3229,15,3,66,99,93,78,22,77.3,90.5,81.3,96,4,94,21,25,15,28,10,0,9.6,71.2,71,4,2.5,84,2479,19,9,5.12,0.3,256433,0.26,0,87,100,1368,0,5.3,19.5,22.8,15.8,1.2,67,1.6,1.11,56.5,30,
4,1979,89.5,3,2.6,2.1,2.7,50859,2,100,0.59,468,468,32,4,50,97,1,1,16,80,75.6,,100,7,94,35,0,23,23,0,0,11.1,86.1,84,7,1.6,73,2762,34,7,4.93,0.3,324027,0.13,0,72,92,870,0.5,5.4,25.1,24.1,30,2.4,66,1.5,1.1,39,98,0
1,1824,29,19.1,42.1,2.6,7.2,71917,4,96,3.96,54110,5843837,22,43,80,97,57,57,11,59.1,23.5,,,12,51,8,1,0,13,1,1,12.6,81.6,65,5,0.6,14,1550,46,32,0.1,0,132324,0.17,0,12,94,1054,2.9,45.7,116.4,28.4,51,4.5,42,1.3,1.2,38.8,76,16
3,1581,92.9,2.5,1.7,1.4,1.5,80795,1,83,0.4,6559,45911,39,28,69,99,50,67,23,83.3,79.5,50,100,4,79,39,18,14,31,36,1.9,13.5,80.8,78,6,1.3,96,2506,49,11,6.78,0,443479,0.15,0,91,90,1926,0,13.6,56.1,16.7,34.6,5.2,47,1.7,1.16,38.5,73,6
4,1220,29,32.2,5,2.2,31.6,50231,28,83,1,11293,327511,38,35,23,88,100,100,18,40,14.9,33.3,83,12,85,16,0,0,4,65,2.3,4.6,47.7,78,33,1.7,100,1474,32,26,2,0.9,114893,2.18,0,59,87,916,4.2,29.1,92.7,67.8,27,24.8,68,1.5,1.11,62.7,94,59
2,2516,83.8,6.6,3.1,1.8,4.7,80350,2,97,0.1,21258,148808,20,0,60,98,65,65,22,80,68.3,72.7,94,8,84,26,0,45,45,65,0,10.9,81.8,83,4,1.2,54,3401,26,9,3.82,0.8,426179,0.24,0,74,96,975,0.7,13.6,54.5,24.8,21.3,2.8,69,1.6,1.07,53.7,70,3
3,737,1.6,95.5,0.8,0.9,1.1,27147,50,91,5.05,19288,231459,35,0,11,72,100,100,27,11.5,13.3,7.1,88,24,69,19,77,0,0,100,8.7,30.4,47.8,64,42,1.2,82,1215,29,20,1.84,2.3,,2.24,14,74,100,688,20.5,106.6,501.9,56.5,64.2,30.2,61,1.4,1.26,62.6,100,36
4,805,16.4,55.2,1.6,4.1,22.7,32143,32,70,49.31,8562,25686,25,19,18,97,100,100,22,47.2,10.3,28.6,,11,72,18,17,15,17,87,3.3,10,60,65,31,1.6,49,1477,42,34,1.34,1.7,,1.42,0,55,88,816,3.5,32.2,191,74.8,31.1,5.7,75,1.5,1,65.7,98,17
5,1263,90.3,3.9,1.1,2,2.8,90592,3,97,0.43,8955,53732,59,61,63,98,83,98,22,62.1,60,,,2,13,26,43,40,85,90,0,9.1,89.8,73,3,3,100,1436,61,25,11.11,0.3,337344,0.43,0,71,98,1371,0,27,80.4,37.3,24.1,22.1,42,1.9,1.36,62.9,100,
21,2748,13.5,35,1.6,2.3,47.6,36201,18,93,5.36,14649,263689,28,0,33,74,100,51,12,25.6,20,54.8,90,15,82,5,51,0,100,0,2.7,8,40.7,61,19,10.5,0,,,,0,,,0.44,0,0,89,880,5.7,24.7,97.3,12.7,,4,40,1.2,1.03,53.5,100,37
4,2356,29.8,40.8,3.1,2.8,23.5,54638,26,83,1.42,49688,447191,31,5,31,92,100,100,20,43.4,29,28.1,82,15,80,13,0,39,34,88,3.5,10.3,58.6,59,30,1.3,98,1467,30,25,1.57,2.8,98667,1.45,0,67,92,1016,4.9,30.7,84.6,53,23.5,25.6,66,1.6,1.07,58.8,73,83
6,959,70.9,8.4,10.1,3.3,7.2,122750,3,100,1.92,52182,156547,5,5,70,100,100,100,16,65.9,73,88.9,100,6,95,20,9,77,77,77,0,4.4,87,,9,2.6,77,2727,16,8,2.55,0.3,336410,0,0,96,100,,0,11,35.9,34.8,19.9,0.7,63,1.4,1.07,53.4,0,
4,1494,66.6,10.1,13.1,2.6,7.6,110833,2,92,0.83,5658,16973,33,22,67,99,92,94,19,74.6,64.4,54.5,88,5,92,14,0,65,70,58,0,9.8,87.8,62,5,2,44,2837,21,15,1.93,0.7,279146,0,0,45,84,991,0,12.2,26.2,10.5,17.4,1,55,1.2,1.15,35.9,0,
12,956,56.4,19.5,8.2,3,13,67029,4,84,0,4591,9181,16,96,76,100,0,0,17,69.7,65.7,57.1,100,7,96,10,89,88,88,0,0,7.7,80.8,,9,5.5,12,4171,16,4,2.44,0,659667,0.44,0,20,100,1307,2.9,12.7,71.3,11.7,14.7,0.9,81,1.6,1.05,77.1,92,
1,915,22.6,62.5,3.1,3.5,8.3,,48,52,0.75,26390,1055602,40,49,11,83,65,65,18,22.7,15.4,25,50,12,68,7,0,0,0,0,0,15.2,45.5,61,43,0.6,100,1087,31,57,0.6,3.8,62238,3.66,0,30,83,998,7.7,60.3,141.6,91.9,42.1,22,100,1.4,1.19,37.2,98,18
5,2273,52.7,35.3,2.2,2.8,7,55096,9,93,0,6038,30189,30,17,47,98,61,61,15,49.4,53.2,62.5,92,9,84,16,0,46,54,0,0,4.6,63.6,72,12,2.2,63,2008,22,11,1.65,1.2,148447,0.32,0,70,91,1137,1.3,12.7,48.4,25.1,15.3,1.9,58,1.4,1.07,39,23,
1,1820,26.9,50.2,6.9,2.6,13.4,45651,18,85,0.29,16802,705666,20,60,26,86,84,84,23,55.9,30.8,23.1,89,7,69,14,60,26,0,73,0,6,56.6,74,22,0.7,58,2446,15,16,0.14,0.7,182357,0.21,0,43,98,933,3.8,47.7,106.3,29.7,34.7,3.6,54,1.2,1.18,39.4,87,9
4,1209,81.4,11,2.4,1.7,3.5,52263,6,90,0.33,17761,426274,41,71,64,98,97,97,22,70.6,64.3,36.4,88,7,78,36,73,52,55,36,0,0,82.6,68,10,1.9,61,2687,49,8,8.19,0.3,513819,0.35,0,70,92,967,0,20.3,68.4,27.8,41.3,3.9,20,1.5,1.19,35.7,100,9
4,2810,83.9,4.8,5.7,2,3.7,162500,1,93,0.54,11522,103701,23,22,80,100,43,43,21,81.3,79.5,91.9,98,6,96,23,21,4,23,37,0,5.3,78.9,70,3,1.4,74,3937,23,6,6.52,0.1,585500,0,0,71,96,1193,0.7,12.4,30.2,13.4,,1,72,1.3,1.05,46.7,71,6
2,2120,48.8,31.3,7.8,2.7,9.3,66629,15,96,0.18,2364,7093,15,0,56,96,6,14,20,51.6,47,45.5,100,8,89,14,0,0,0,0,1.4,12.9,75.7,70,17,0.8,51,2567,14,15,0.27,1.1,194977,0,6,39,98,1009,1.4,9.1,50.5,21.6,15.9,1.1,57,1.2,1.15,46.2,0,
2,1961,16.2,65.4,1.6,1.9,14.9,60273,24,84,0.1,10039,80309,42,1,31,85,87,87,19,38.1,23.3,28.1,80,16,76,12,38,57,41,81,2.6,7.8,62.3,57,27,0.8,73,1964,19,35,0.21,3.6,115708,0.96,0,68,98,1165,6.4,46.9,128.9,53.8,22.8,18.6,68,1.3,1.14,53.3,87,28
8,2403,20.1,38.2,3.6,3,35.1,34237,27,86,0.31,3269,3269,22,0,18,74,100,100,21,33.7,29.4,35,71,9,72,18,18,1,0,95,5.3,10.5,55.3,70,31,3.1,44,1824,34,16,1.89,1.5,100500,1.41,8,44,88,770,2.7,19.3,84.1,32.4,28.5,5.7,62,1.5,1.13,28.9,88,21
4,1328,83.3,12,1.2,0.8,2.7,91141,7,87,0.94,5021,15063,36,83,61,97,16,23,18,69.4,52.8,63.6,100,16,88,29,0,0,0,23,0,14.7,88.2,88,7,2.6,44,2781,37,10,2.19,0.6,408700,0,6,47,82,,1.8,14.6,43.2,32.2,88.8,3.4,64,1.4,1.09,48.5,100,10
7,2742,6.6,59,1.6,2,30.8,30680,47,83,3.13,26509,848274,32,0,13,77,99,99,17,28,18.7,25,87,19,77,7,0,42,0,62,5.6,10.6,53.1,56,47,3.4,23,1575,11,41,0.26,2.7,,4.63,0,15,80,704,20.5,52.3,242.2,30.2,31.4,9.7,49,1.3,1.16,36.1,100,175
7,588,4.4,89.3,0.3,2.6,3.4,20841,69,84,2.23,23114,392943,47,100,13,91,100,100,33,11.1,4.5,28.6,100,14,74,6,0,0,0,100,0,11.8,70.6,,64,2.7,0,,,,0,0,,0,164,5,93,750,16.6,99.3,172.2,57.9,54.6,2.1,35,1.4,1.18,94.8,100,55
3,2716,82,4.5,6.5,2.6,4.5,90564,2,95,0.12,1940,13577,29,24,66,98,54,61,18,78.9,70.5,87.5,100,6,92,27,20,24,24,53,0,8.8,94.1,74,3,1.4,57,4036,21,6,5.37,0.6,590315,0.26,0,64,100,1084,0,9.6,27.4,16.8,17.8,2.3,60,1.4,1.11,40.8,96,4
9,2212,14.1,42.5,6,2.1,35.3,32371,39,76,0,29896,89688,30,49,12,85,100,100,22,37.9,26.1,17.9,59,14,81,14,0,40,4,95,5.3,12,30.7,65,42,2.8,63,1477,35,29,2.35,2,92659,2.24,0,33,86,944,5.6,23.9,91.8,48.3,20.9,19,73,1.5,1,55.7,99,79
3,1612,43.9,28.2,4,1.9,22,62180,11,93,0.19,462,462,14,0,42,90,0,0,18,46.9,39.7,50,94,9,52,14,0,0,0,0,0,6,78,59,17,1.3,82,2243,16,16,0.77,1.7,210782,0,0,92,99,,0.5,9.6,33.7,24.1,15,3.8,70,1.5,1.16,48.2,0,
5,1332,79.5,5.5,5.4,2,7.7,68561,3,91,1.6,39296,550148,9,94,58,98,50,42,20,84.4,74.5,90,100,3,97,18,82,99,99,1,0,4.9,82.9,67,4,2.5,59,2124,14,14,2,0.8,234398,0,0,72,92,1402,0.7,74.8,107.2,46,25.2,2.6,65,1.3,1.12,75.7,0,
2,882,89.3,3.9,3.7,1.4,1.7,229219,0,93,0.28,,,,0,84,96,39,8,20,95.8,92.6,100,80,3,99,33,0,10,0,17,0,0,100,,1,0.9,100,3610,26,6,7.08,0,532017,0,0,96,100,,0,4.3,19.1,18,14.9,0.3,71,1.3,1.04,36.9,55,8
10,1297,79.9,4.2,8.9,1.8,5.2,71406,2,91,0,7388,14775,25,86,62,100,40,30,25,88.5,78.7,86.7,92,4,93,20,82,73,71,15,0,16.4,94.5,72,2,4.2,51,2287,21,6,5.13,0,332958,0.35,0,44,95,920,0,5.9,27.4,10.3,12.6,1.6,75,1.4,1.12,84.1,100,61
3,1617,46.1,34.4,7.7,3,8.8,53438,6,95,4.33,51814,1917120,13,67,55,95,84,84,11,50,40,20,,11,65,6,16,0,0,0,0,9,56.7,,8,3,1,2370,7,33,0,0,,0.13,0,0,80,1024,0.8,35.8,127.5,10.5,24.5,1.3,73,1.2,1.33,29.2,100,51
4,1885,94.1,1.1,1.3,1.4,2.1,220375,0,94,0.59,,,,1,86,100,36,36,21,90.6,91.3,71.4,100,1,92,43,9,1,0,13,0,0,82.1,77,1,1.4,96,3674,46,9,8.78,0.3,867439,0,0,94,100,,1,14.5,45.1,22.8,36.8,2,34,1.5,1.2,36,97,2
3,2707,26,50.3,4.5,2.8,16.4,76250,17,93,0.36,5113,15338,23,12,45,96,85,85,16,41.9,36.5,29.3,92,12,63,12,0,9,11,15,2.2,12.9,72,60,22,1.4,93,1920,16,23,0.6,1.9,137621,0.35,0,80,100,1332,2.5,17.2,61.5,51.8,14,7,63,1.4,1.14,50.2,66,52
8,1441,81.7,6.8,5.6,1.9,4,60164,6,98,14.98,51053,867893,17,91,73,98,8,17,20,42.9,12.5,,,4,76,23,100,71,100,9,2.5,2.5,85,71,6,7.3,0,,,,4.03,0.3,473773,0.08,7,25,89,1099,1.6,22.4,106.6,29.9,38.4,1.2,49,1.8,1.08,51.9,69,29
