cz,cz_name,state,region,division,pop_2000,top_100,urban,rel_mobility,abs_mobility,prob_q1q5,frac_black,racial_seg,income_seg,poverty_seg,affluence_seg,frac_commute_under15,hhi_percap,gini,top1inc_share,gini_bottom99,frac_p25top75,taxrate,gov_exp,inctax_progressive,eitc,sch_exp,tchr_ratio,test_pctile,hs_dropout,colleges_percap,college_tuition,college_gradrate,labor_participation,manufacturing,growth_imports,teen_lfp,migration_in,migration_out,foreign_born,social_capital,frac_religious,crime_rate,frac_single_mothers,frac_divorced,frac_married,inc_growth,Urban or Rural
17600,Charlottesville,VA,South,South Atlantic,"273,489",0,urban,0,39,0,0,0,0,0,0,0.282,37999,0.489,12.275,0.366,0.500,0.022,1882,0.000,0.000,6.177,,-0.367,,0.011,2786,0.327,0.626,0.093,1.081,0.005,0.031,0.017,0.044,-0.484,0.365,0.001,0.203,0.089,0.544,0.005,#REF!
17700,Syracuse,NY,Northeast,Mid-Atlantic,"1,080,612",1,urban,0,42,0,0,0,0,0,0,0.378,35778,0.409,10.819,0.301,0.541,0.036,3044,0.000,6.905,8.590,15.8,1.814,-0.016,0.023,10408,0.088,0.629,0.146,1.253,0.005,0.008,0.012,0.043,0.353,0.484,0.002,0.236,0.087,0.522,-0.004,#REF!
17800,Oneonta,NY,Northeast,Mid-Atlantic,"161,132",0,rural,0,45,0,0,0,0,0,0,0.405,31398,0.374,7.377,0.300,0.569,0.037,2714,0.000,6.905,9.284,14.0,3.690,-0.021,0.025,5231,0.151,0.610,0.152,1.978,0.004,0.014,0.012,0.025,0.102,0.377,0.002,0.199,0.090,0.553,0.005,#REF!
17900,Union,NY,Northeast,Mid-Atlantic,"294,558",0,urban,0,44,0,0,0,0,0,0,0.363,35192,0.390,8.997,0.300,0.557,0.031,2370,0.000,6.905,8.034,15.9,7.263,-0.015,0.010,3090,0.182,0.615,0.189,6.272,0.004,0.014,0.015,0.040,0.505,0.493,0.001,0.209,0.094,0.538,-0.003,#REF!
18000,Buffalo,NY,Northeast,Mid-Atlantic,"2,369,699",1,urban,0,42,0,0,0,0,0,0,0.333,38618,0.396,10.989,0.287,0.521,0.037,3031,0.000,6.905,9.080,15.7,3.245,-0.016,0.015,8230,0.029,0.639,0.183,2.241,0.005,0.007,0.012,0.049,0.394,0.607,0.002,0.251,0.088,0.524,-0.007,#REF!
18100,Elmira,NY,Northeast,Mid-Atlantic,"346,894",0,urban,0,44,0,0,0,0,0,0,0.411,32548,0.416,10.805,0.308,0.568,0.033,2590,0.000,6.905,8.670,16.0,0.774,-0.002,0.023,15547,0.266,0.615,0.175,1.287,0.004,0.012,0.015,0.042,0.500,0.396,0.001,0.222,0.092,0.516,0.001,#REF!
18201,Olean,NY,Northeast,Mid-Atlantic,"197,898",0,rural,0,45,0,0,0,0,0,0,0.455,29823,0.370,10.119,0.269,0.620,0.032,2566,0.000,6.905,8.316,16.0,3.707,-0.011,0.040,9250,0.168,0.611,0.208,2.470,0.004,0.010,0.010,0.015,-0.135,0.418,0.002,0.197,0.091,0.552,0.001,#REF!
18202,St. Marys,PA,Northeast,Mid-Atlantic,"41,086",0,rural,0,48,0,0,0,0,0,0,0.530,34878,0.299,10.488,0.194,0.696,0.020,1510,0.000,0.000,8.325,17.5,7.407,-0.017,,,,0.625,0.437,1.868,0.004,0.005,0.009,0.010,1.145,0.780,0.001,0.159,0.085,0.576,-0.005,#REF!
18300,Watertown,NY,Northeast,Mid-Atlantic,"250,613",0,urban,0,45,0,0,0,0,0,0,0.471,27436,0.353,6.815,0.285,0.590,0.035,2904,0.000,6.905,9.160,15.9,5.444,-0.012,0.024,10602,0.134,0.601,0.117,0.658,0.004,0.022,0.022,0.033,-0.213,0.472,0.001,0.195,0.081,0.539,0.007,#REF!
18400,Plattsburgh,NY,Northeast,Mid-Atlantic,"169,879",0,rural,0,44,0,0,0,0,0,0,0.470,28561,0.359,6.947,0.290,0.581,0.041,2872,0.000,6.905,9.433,14.6,2.784,-0.008,0.035,4636,0.068,0.573,0.123,0.997,0.005,0.007,0.007,0.040,-0.210,0.635,0.002,0.208,0.085,0.522,0.008,#REF!
18500,Amsterdam,NY,Northeast,Mid-Atlantic,"110,160",0,rural,0,43,0,0,0,0,0,0,0.416,32624,0.369,7.015,0.299,0.565,0.038,2988,0.000,6.905,9.628,14.3,2.667,-0.007,0.009,2380,-0.078,0.595,0.189,4.284,0.004,0.014,0.012,0.025,0.683,0.570,0.001,0.231,0.092,0.540,0.006,#REF!
18600,Albany,NY,Northeast,Mid-Atlantic,"1,061,509",1,urban,0,43,0,0,0,0,0,0,0.317,40298,0.407,10.807,0.299,0.511,0.034,2767,0.000,6.905,8.921,15.8,4.010,-0.011,0.023,9499,0.058,0.649,0.090,0.466,0.006,0.013,0.011,0.045,0.602,0.525,0.002,0.224,0.087,0.533,0.000,#REF!
18700,Sunbury,PA,Northeast,Mid-Atlantic,"191,962",0,urban,0,48,0,0,0,0,0,0,0.396,30863,0.359,9.138,0.268,0.632,0.017,1426,0.000,0.000,6.516,18.1,5.346,-0.007,0.016,20819,0.473,0.572,0.221,2.797,0.005,0.009,0.010,0.018,0.692,0.521,0.002,0.171,0.079,0.592,-0.002,#REF!
18800,Scranton,PA,Northeast,Mid-Atlantic,"857,487",1,urban,0,46,0,0,0,0,0,0,0.351,35125,0.412,12.428,0.288,0.578,0.023,1568,0.000,0.000,7.373,18.6,5.554,-0.011,0.021,8661,0.142,0.598,0.158,1.683,0.005,0.023,0.014,0.028,0.118,0.557,0.001,0.185,0.080,0.548,-0.005,#REF!
18900,Williamsport,PA,Northeast,Mid-Atlantic,"227,275",0,urban,0,47,0,0,0,0,0,0,0.414,31689,0.382,10.051,0.281,0.604,0.021,1848,0.000,0.000,6.937,17.4,4.766,-0.007,0.018,7163,0.166,0.606,0.238,2.495,0.004,0.010,0.011,0.011,0.279,0.449,0.001,0.197,0.093,0.575,-0.006,#REF!
19000,Allentown,PA,Northeast,Mid-Atlantic,"637,958",1,urban,0,45,0,0,0,0,0,0,0.329,39894,0.402,12.055,0.281,0.530,0.023,2217,0.000,0.000,7.449,19.3,0.125,-0.007,0.020,14658,0.037,0.633,0.206,1.102,0.005,0.030,0.020,0.051,0.448,0.626,0.001,0.186,0.084,0.567,-0.003,#REF!
19100,Reading,PA,Northeast,Mid-Atlantic,"1,114,959",1,urban,0,46,0,0,0,0,0,0,0.344,38217,0.372,10.983,0.262,0.582,0.021,1807,0.000,0.000,7.694,19.1,2.944,-0.001,0.019,8790,0.144,0.650,0.234,2.030,0.005,0.020,0.015,0.032,0.548,0.538,0.002,0.170,0.079,0.583,-0.006,#REF!
19200,Harrisburg,PA,Northeast,Mid-Atlantic,"1,051,424",1,urban,0,44,0,0,0,0,0,0,0.314,38699,0.370,11.141,0.258,0.573,0.021,1909,0.000,0.000,7.256,17.9,0.608,-0.002,0.018,8336,0.107,0.661,0.178,1.804,0.005,0.020,0.013,0.028,0.683,0.488,0.001,0.186,0.088,0.583,-0.001,#REF!
19300,Poughkeepsie,NY,Northeast,Mid-Atlantic,"873,232",1,urban,0,43,0,0,0,0,0,0,0.301,39707,0.390,9.621,0.293,0.482,0.039,3085,0.000,6.905,9.084,16.2,2.093,-0.012,0.014,8390,0.083,0.637,0.105,1.941,0.005,0.026,0.024,0.078,-0.759,0.574,0.002,0.183,0.079,0.557,0.004,#REF!
19400,New York,NY,Northeast,Mid-Atlantic,"11,781,395",1,urban,0,44,0,0,0,0,0,0,0.156,45509,0.684,29.143,0.393,0.440,0.035,3483,0.000,6.905,9.949,18.7,-1.449,0.013,0.012,9269,-0.099,0.598,0.070,0.779,0.004,0.010,0.022,0.296,-1.108,0.635,0.004,0.278,0.073,0.481,0.000,#REF!
19500,Toms River,NJ,Northeast,Mid-Atlantic,"1,126,217",1,urban,0,45,0,0,0,0,0,0,0.263,54036,0.407,15.420,0.253,0.419,0.031,2632,7.220,1.190,,,5.938,-0.012,0.001,4100,-0.246,0.614,0.081,0.623,0.006,0.027,0.025,0.087,-0.560,0.614,0.001,0.146,0.075,0.587,-0.001,#REF!
19600,Newark,NJ,Northeast,Mid-Atlantic,"5,822,286",1,urban,0,44,0,0,0,0,0,0,0.234,51373,0.518,19.205,0.325,0.401,0.031,2782,7.220,1.190,,15.4,-0.599,-0.005,0.005,7282,-0.153,0.646,0.130,1.316,0.005,0.016,0.024,0.227,-0.466,0.611,0.002,0.190,0.072,0.542,-0.004,#REF!
19700,Philadelphia,PA,Northeast,Mid-Atlantic,"5,602,247",1,urban,0,41,0,0,0,0,0,0,0.246,43746,0.491,15.290,0.338,0.461,0.029,2877,0.000,0.000,7.967,18.7,-3.101,0.007,0.012,10851,0.004,0.636,0.117,0.778,0.005,0.013,0.014,0.071,0.068,0.561,0.003,0.239,0.080,0.512,-0.003,#REF!
19800,Wilmington,DE,South,South Atlantic,"586,216",0,urban,0,38,0,0,0,0,0,0,0.251,44620,0.427,13.844,0.289,0.469,0.013,1737,0.750,0.000,7.584,17.7,-3.338,0.006,0.012,4385,0.051,0.682,0.136,0.540,0.005,0.028,0.024,0.059,0.111,0.435,0.004,0.230,0.097,0.531,-0.008,#REF!
19901,Dover,DE,South,South Atlantic,"439,269",0,urban,0,39,0,0,0,0,0,0,0.358,36398,0.449,9.882,0.350,0.509,0.017,1965,0.750,0.000,6.835,16.7,5.869,0.001,0.018,5194,-0.025,0.621,0.127,0.426,0.006,0.027,0.012,0.039,-0.757,0.368,0.005,0.255,0.097,0.557,-0.001,#REF!
19902,Easton,MD,South,South Atlantic,"154,018",0,urban,0,40,0,0,0,0,0,0,0.320,43805,0.480,14.508,0.335,0.517,0.019,1702,1.000,11.429,6.562,17.7,0.006,-0.001,0.013,14255,0.003,0.647,0.120,0.394,0.007,0.026,0.015,0.026,-0.476,0.430,0.002,0.227,0.091,0.577,0.005,#REF!
19903,Chincoteague,VA,South,South Atlantic,"51,398",0,rural,0,38,0,0,0,0,0,0,0.393,31562,0.477,11.521,0.362,0.399,0.020,1947,0.000,0.000,5.638,,5.172,0.023,0.019,1114,-0.059,0.586,0.164,0.432,0.005,0.006,0.009,0.040,-0.453,0.339,0.002,0.293,0.085,0.536,0.012,#REF!
20001,Bangor,ME,Northeast,New England,"289,843",0,urban,0,42,0,0,0,0,0,0,0.403,32900,0.397,8.898,0.308,0.586,0.027,1720,0.000,0.234,6.669,15.7,3.767,-0.007,0.024,4991,0.141,0.635,0.121,2.789,0.005,0.014,0.013,0.023,0.392,0.292,0.001,0.207,0.118,0.561,0.000,#REF!
20002,Calais,ME,Northeast,New England,"33,941",0,rural,0,39,0,0,0,0,0,0,0.493,26505,0.377,6.180,0.316,0.529,0.024,1529,0.000,0.234,7.988,13.7,4.963,-0.009,0.059,2701,0.165,0.570,0.138,0.530,0.007,0.011,0.013,0.040,-0.723,0.259,0.001,0.213,0.114,0.565,0.010,#REF!
20003,Presque Isle,ME,Northeast,New England,"73,938",0,rural,0,44,0,0,0,0,0,0,0.512,27952,0.368,7.492,0.293,0.600,0.023,1769,0.000,0.234,6.823,15.7,3.045,-0.027,,,-0.020,0.586,0.125,1.271,0.006,0.011,0.012,0.059,-0.661,0.608,0.001,0.176,0.091,0.588,0.007,#REF!
20100,Portland,ME,Northeast,New England,"690,459",1,urban,0,43,0,0,0,0,0,0,0.363,37252,0.439,13.348,0.306,0.574,0.027,1931,0.000,0.234,6.850,15.9,2.793,-0.009,0.013,3538,0.064,0.664,0.141,2.669,0.006,0.016,0.014,0.028,0.334,0.365,0.001,0.211,0.118,0.555,0.000,#REF!
20200,Burlington,VT,Northeast,New England,"321,496",0,urban,0,44,0,0,0,0,0,0,0.366,37131,0.405,11.589,0.289,0.558,0.030,1866,5.900,21.333,9.101,14.8,6.641,,0.016,12201,0.239,0.706,0.161,1.427,0.006,0.012,0.013,0.044,0.451,0.422,0.001,0.182,0.100,0.542,0.004,#REF!
20301,Berlin,VT,Northeast,New England,"95,549",0,rural,0,45,0,0,0,0,0,0,0.433,31204,0.380,10.699,0.273,0.608,0.032,1842,5.900,21.333,7.825,13.8,3.676,,,,-0.024,0.640,0.193,1.802,0.006,0.016,0.012,0.040,0.509,0.488,0.000,0.208,0.112,0.571,0.003,#REF!
20302,Claremont,VT,Northeast,New England,"265,884",0,rural,0,44,0,0,0,0,0,0,0.383,38571,0.404,11.609,0.288,0.600,0.037,1940,5.900,21.333,8.352,14.6,6.585,,0.011,16323,0.220,0.680,0.143,2.416,0.007,0.020,0.017,0.033,1.026,0.332,0.000,0.193,0.110,0.557,0.000,#REF!
20401,Providence,RI,Northeast,New England,"1,582,997",1,urban,0,43,0,0,0,0,0,0,0.328,39543,0.426,13.552,0.291,0.529,0.025,1879,6.150,19.048,7.203,14.8,-2.206,0.008,0.004,11924,0.097,0.650,0.171,2.592,0.006,0.014,0.019,0.115,-0.389,0.623,0.002,0.248,0.092,0.524,0.000,#REF!
20402,Nantucket,MA,Northeast,New England,"9,520",0,rural,,,0,0,0,0,0,0,0.818,49651,0.364,,,,0.070,4868,0.000,3.571,8.164,,,,,,,0.740,0.032,0.005,,0.013,0.011,0.080,7.305,0.383,0.002,0.179,0.121,0.479,0.039,#REF!
20403,Oak Bluffs,MA,Northeast,New England,"14,987",0,rural,0,43,0,0,0,0,0,0,0.576,48059,0.403,10.469,0.299,0.526,0.054,3752,0.000,3.571,,,17.311,-0.001,,,,0.682,0.029,0.036,0.008,0.012,0.011,0.063,4.994,0.860,0.001,0.211,0.126,0.515,-0.020,#REF!
20500,Boston,MA,Northeast,New England,"4,974,945",1,urban,0,45,0,0,0,0,0,0,0.251,49445,0.477,21.448,0.263,0.444,0.023,2475,0.000,3.571,7.890,,4.084,0.001,0.008,15931,-0.002,0.665,0.120,1.555,0.006,0.014,0.022,0.132,0.298,0.652,0.003,0.206,0.080,0.518,-0.001,#REF!
20600,Manchester,NH,Northeast,New England,"1,193,391",1,urban,0,44,0,0,0,0,0,0,0.301,43530,0.380,12.697,0.253,0.536,0.034,1804,0.000,0.000,6.546,16.8,3.630,0.017,0.008,8732,0.018,0.708,0.182,1.866,0.006,0.024,0.021,0.044,-0.262,0.485,0.001,0.173,0.105,0.579,0.001,#REF!
20700,Keene,NH,Northeast,New England,"118,041",0,rural,0,43,0,0,0,0,0,0,0.407,37048,0.478,24.837,0.229,0.593,0.042,1856,0.000,0.000,8.513,14.3,1.881,0.015,0.017,4732,0.059,0.693,0.159,1.616,0.006,0.024,0.017,0.025,0.684,0.293,0.001,0.199,0.107,0.545,0.002,#REF!
20800,Springfield,MA,Northeast,New England,"680,014",1,urban,0,41,0,0,0,0,0,0,0.342,36671,0.413,10.672,0.307,0.519,0.018,2420,0.000,3.571,7.855,,-0.369,0.007,0.012,7485,0.130,0.647,0.148,3.403,0.005,0.013,0.015,0.067,0.235,0.586,0.003,0.286,0.095,0.486,-0.004,#REF!
20901,Bridgeport,CT,Northeast,New England,"3,405,565",1,urban,0,42,0,0,0,0,0,0,0.308,53281,0.490,21.680,0.274,0.438,0.026,2476,0.000,0.000,8.888,14.9,-4.993,,0.008,9747,-0.084,0.666,0.148,1.271,0.005,0.014,0.016,0.109,0.493,0.579,0.002,0.217,0.093,0.550,-0.004,#REF!
20902,Pittsfield,MA,Northeast,New England,"171,947",0,urban,0,43,0,0,0,0,0,0,0.479,41091,0.437,13.776,0.299,0.547,0.022,1669,0.000,3.571,8.124,15.6,4.525,0.015,0.006,24619,0.174,0.642,0.138,0.701,0.006,0.014,0.014,0.035,0.951,0.624,0.002,0.238,0.104,0.534,-0.002,#REF!
21001,Ashland,WI,Midwest,East North Central,"47,701",0,rural,0,46,0,0,0,0,0,0,0.533,32218,0.320,7.108,0.249,0.646,0.027,2725,0.250,11.667,7.119,16.3,7.588,,0.021,14415,0.234,0.632,0.199,1.231,0.006,0.007,0.008,0.010,1.525,0.583,0.000,0.178,0.097,0.576,0.009,#REF!
21002,Houghton,MI,Midwest,East North Central,"47,063",0,rural,0,47,0,0,0,0,0,0,0.550,26975,0.376,12.232,0.254,0.638,0.020,2240,0.000,0.000,6.434,18.0,7.375,,0.042,4935,0.230,0.563,0.089,0.202,0.006,0.007,0.006,0.023,0.460,0.502,0.001,0.192,0.084,0.485,-0.006,#REF!
21003,Ironwood,MI,Midwest,East North Central,"32,049",0,rural,0,46,0,0,0,0,0,0,0.554,32111,0.332,6.552,0.266,0.636,0.025,3036,0.000,0.000,6.902,15.4,8.369,,0.031,1922,0.084,0.534,0.143,0.262,0.006,0.004,0.004,0.014,1.087,0.552,0.000,0.203,0.094,0.578,-0.003,#REF!
21004,Rhinelander,WI,Midwest,East North Central,"67,833",0,rural,0,46,0,0,0,0,0,0,0.509,37115,0.403,10.478,0.299,0.608,0.038,2512,0.250,11.667,7.827,16.1,2.187,,0.015,2018,-0.153,0.597,0.107,0.415,0.007,0.019,0.015,0.015,1.928,0.593,0.000,0.184,0.103,0.616,0.020,#REF!
21101,Rice Lake,WI,Midwest,East North Central,"92,542",0,rural,0,47,0,0,0,0,0,0,0.499,33974,0.407,14.031,0.267,0.614,0.028,2679,0.250,11.667,7.359,15.7,6.642,-0.027,0.032,3003,0.074,0.639,0.224,0.762,0.006,0.014,0.015,0.013,1.542,0.568,0.000,0.178,0.097,0.598,0.005,#REF!
21102,Amery,WI,Midwest,East North Central,"56,993",0,rural,0,47,0,0,0,0,0,0,0.356,36392,0.311,7.720,0.233,0.625,0.026,2604,0.250,11.667,8.830,16.3,7.446,,,,,0.649,0.266,0.850,0.007,0.031,0.022,0.010,1.572,0.522,0.000,0.163,0.101,0.601,0.003,#REF!
21201,Hutchinson,MN,Midwest,West North Central,"72,898",0,urban,0,53,0,0,0,0,0,0,0.464,37753,0.272,6.513,0.207,0.668,0.015,3364,2.500,17.286,5.951,18.1,6.678,-0.020,,,,0.707,0.305,8.387,0.007,0.025,0.023,0.019,1.706,0.791,0.001,0.133,0.068,0.623,0.006,#REF!
21202,Redwood Falls,MN,Midwest,West North Central,"33,969",0,rural,0,56,0,0,0,0,0,0,0.571,37685,0.285,7.039,0.214,0.689,0.021,2928,2.500,17.286,6.256,15.8,7.455,-0.026,,,,0.653,0.184,0.887,0.008,0.012,0.017,0.013,2.830,0.874,0.002,0.138,0.068,0.615,0.000,#REF!
21301,Mankato,MN,Midwest,West North Central,"149,925",0,urban,0,52,0,0,0,0,0,0,0.563,34778,0.303,10.199,0.201,0.668,0.019,2663,2.500,17.286,6.464,17.3,6.834,-0.014,0.040,5858,0.121,0.717,0.216,0.989,0.007,0.017,0.017,0.028,2.004,0.701,0.001,0.161,0.067,0.552,-0.004,#REF!
21302,Owatonna,MN,Midwest,West North Central,"109,871",0,rural,0,49,0,0,0,0,0,0,0.544,35164,0.280,8.304,0.197,0.623,0.018,2862,2.500,17.286,7.047,17.5,6.546,0.002,0.027,20533,0.454,0.705,0.232,1.749,0.007,0.025,0.021,0.038,1.710,0.726,0.001,0.151,0.080,0.579,-0.002,#REF!
21400,St. Cloud,MN,Midwest,West North Central,"254,139",0,urban,0,51,0,0,0,0,0,0,0.398,35324,0.318,9.355,0.224,0.623,0.023,2480,2.500,17.286,6.503,18.1,6.546,-0.013,0.020,6714,0.106,0.732,0.191,0.790,0.006,0.038,0.026,0.019,0.717,0.611,0.001,0.143,0.071,0.569,-0.001,#REF!
21501,Minneapolis,MN,Midwest,West North Central,"2,904,389",1,urban,0,44,0,0,0,0,0,0,0.264,47071,0.375,15.617,0.219,0.471,0.026,3365,2.500,17.286,8.069,18.7,0.449,0.012,0.016,6501,-0.076,0.743,0.158,1.040,0.006,0.014,0.017,0.072,1.348,0.569,0.002,0.187,0.093,0.549,-0.004,#REF!
21502,Pine City,MN,Midwest,West North Central,"41,526",0,rural,0,47,0,0,0,0,0,0,0.342,32880,0.313,6.585,0.247,0.644,0.020,2762,2.500,17.286,6.613,16.7,2.736,0.002,0.024,2240,-0.052,0.635,0.158,0.710,0.006,0.037,0.026,0.011,0.996,0.474,0.001,0.185,0.103,0.588,-0.007,#REF!
21600,Brainerd,MN,Midwest,West North Central,"141,542",0,rural,0,46,0,0,0,0,0,0,0.420,35545,0.396,9.384,0.302,0.578,0.028,3062,2.500,17.286,6.687,16.9,9.205,0.018,0.021,2234,-0.013,0.602,0.125,0.633,0.007,0.024,0.016,0.011,1.698,0.600,0.001,0.184,0.097,0.610,0.008,#REF!
21701,Rochester,MN,Midwest,West North Central,"228,867",0,urban,0,50,0,0,0,0,0,0,0.469,42380,0.338,12.408,0.214,0.557,0.021,3284,2.500,17.286,6.660,18.3,7.357,-0.009,0.013,1931,-0.230,0.724,0.168,7.660,0.007,0.017,0.018,0.049,2.063,0.708,0.001,0.146,0.079,0.613,0.004,#REF!
21702,Austin,MN,Midwest,West North Central,"71,187",0,rural,0,49,0,0,0,0,0,0,0.555,38505,0.282,5.818,0.224,0.673,0.017,4542,2.500,17.286,6.479,18.0,3.989,0.012,0.014,2594,0.010,0.644,0.238,0.804,0.007,0.012,0.019,0.034,2.541,0.758,0.002,0.181,0.086,0.589,-0.007,#REF!
21801,Mason City,IA,Midwest,West North Central,"78,179",0,rural,0,50,0,0,0,0,0,0,0.580,36400,0.321,9.048,0.230,0.678,0.026,2124,2.860,3.714,5.795,14.2,5.240,-0.026,0.038,5257,-0.014,0.672,0.229,2.315,0.007,0.008,0.010,0.015,2.127,0.724,0.002,0.181,0.091,0.590,0.005,#REF!
21802,Decorah,IA,Midwest,West North Central,"72,111",0,rural,0,57,0,0,0,0,0,0,0.542,34000,0.303,9.119,0.212,0.698,0.026,2420,2.860,3.714,5.926,14.8,10.219,-0.025,0.028,9547,0.124,0.661,0.213,0.321,0.007,0.007,0.011,0.012,2.055,0.864,0.000,0.140,0.065,0.602,0.002,#REF!
21900,Marshalltown,IA,Midwest,West North Central,"113,442",0,rural,0,48,0,0,0,0,0,0,0.535,35247,0.309,9.287,0.216,0.636,0.022,2080,2.860,3.714,6.155,15.4,-1.602,-0.015,0.018,11892,0.102,0.658,0.235,0.850,0.007,0.013,0.017,0.035,1.578,0.534,0.002,0.176,0.098,0.603,-0.002,#REF!
22001,Waterloo,IA,Midwest,West North Central,"222,112",0,urban,0,49,0,0,0,0,0,0,0.492,34720,0.348,9.541,0.253,0.592,0.024,2231,2.860,3.714,6.214,17.2,1.667,-0.011,0.027,4904,0.164,0.660,0.183,0.581,0.007,0.010,0.011,0.026,1.346,0.665,0.001,0.197,0.080,0.564,-0.002,#REF!
22002,Iowa Falls,IA,Midwest,West North Central,"29,516",0,rural,0,52,0,0,0,0,0,0,0.561,36422,0.303,9.269,0.210,0.710,0.026,2495,2.860,3.714,5.982,14.5,3.677,-0.028,,,-0.068,0.641,0.164,2.879,0.007,0.014,0.015,0.026,2.434,0.729,0.001,0.146,0.071,0.612,0.000,#REF!
22100,Iowa City,IA,Midwest,West North Central,"203,768",0,urban,0,47,0,0,0,0,0,0,0.432,35558,0.368,12.979,0.238,0.580,0.023,2221,2.860,3.714,5.944,16.5,2.004,0.000,0.005,2906,0.226,0.712,0.150,0.767,0.006,0.023,0.025,0.053,0.859,0.432,0.002,0.159,0.084,0.526,-0.002,#REF!
22200,Cedar Rapids,IA,Midwest,West North Central,"252,901",0,urban,0,48,0,0,0,0,0,0,0.420,40330,0.335,10.673,0.228,0.568,0.023,2109,2.860,3.714,5.973,16.8,3.361,-0.021,0.020,6043,-0.114,0.712,0.192,0.775,0.006,0.018,0.017,0.021,1.241,0.580,0.002,0.177,0.097,0.581,-0.002,#REF!
22300,Ottumwa,IA,Midwest,West North Central,"142,385",0,rural,0,49,0,0,0,0,0,0,0.493,33871,0.379,12.797,0.251,0.633,0.022,2149,2.860,3.714,6.090,15.6,3.070,-0.010,0.035,6514,0.033,0.646,0.245,0.492,0.006,0.010,0.011,0.017,1.372,0.478,0.001,0.167,0.098,0.595,0.000,#REF!
22400,Sheboygan,WI,Midwest,East North Central,"195,533",0,urban,0,47,0,0,0,0,0,0,0.512,39238,0.291,11.586,0.175,0.671,0.022,2600,0.250,11.667,6.612,17.1,6.404,-0.015,0.015,5759,-0.023,0.696,0.369,1.474,0.006,0.014,0.014,0.035,1.583,0.762,0.000,0.150,0.081,0.601,-0.008,#REF!
22500,Oshkosh,WI,Midwest,East North Central,"549,651",0,urban,0,48,0,0,0,0,0,0,0.445,38576,0.305,11.035,0.195,0.620,0.023,2262,0.250,11.667,6.880,17.1,4.955,-0.026,0.011,6688,0.076,0.702,0.278,1.101,0.007,0.016,0.014,0.025,1.228,0.697,0.000,0.149,0.085,0.599,-0.006,#REF!
22601,Green Bay,WI,Midwest,East North Central,"310,560",0,urban,0,47,0,0,0,0,0,0,0.427,38561,0.364,14.097,0.223,0.587,0.025,2719,0.250,11.667,6.849,16.4,3.521,,0.013,7798,0.041,0.707,0.222,0.429,0.007,0.017,0.018,0.031,1.209,0.720,0.000,0.171,0.090,0.579,-0.002,#REF!
22602,Shawano,WI,Midwest,East North Central,"65,966",0,rural,0,44,0,0,0,0,0,0,0.447,33696,0.348,9.495,0.253,0.639,0.021,2475,0.250,11.667,7.075,15.4,2.282,-0.019,0.030,2640,-0.171,0.639,0.211,0.605,0.006,0.019,0.020,0.012,0.650,0.718,0.000,0.184,0.088,0.598,0.001,#REF!
22700,Wausau,WI,Midwest,East North Central,"370,092",0,urban,0,49,0,0,0,0,0,0,0.460,36499,0.328,10.158,0.226,0.638,0.023,2411,0.250,11.667,7.103,16.5,4.856,-0.028,0.008,2251,0.106,0.690,0.237,0.955,0.006,0.012,0.012,0.024,1.048,0.689,0.000,0.145,0.081,0.600,-0.001,#REF!
22800,Eau Claire,WI,Midwest,East North Central,"305,307",0,urban,0,49,0,0,0,0,0,0,0.463,33090,0.338,9.385,0.244,0.640,0.023,2424,0.250,11.667,7.462,16.3,5.725,-0.022,0.016,3390,0.146,0.694,0.193,2.121,0.006,0.015,0.015,0.018,1.244,0.597,0.000,0.165,0.084,0.551,-0.004,#REF!
22900,La Crosse,WI,Midwest,East North Central,"220,109",0,urban,0,48,0,0,0,0,0,0,0.450,34419,0.368,11.846,0.250,0.621,0.025,2392,0.250,11.667,7.258,15.2,3.665,-0.026,0.014,3786,0.192,0.686,0.177,2.700,0.006,0.015,0.015,0.019,1.105,0.641,0.000,0.171,0.087,0.556,-0.001,#REF!
23000,Monroe,WI,Midwest,East North Central,"116,624",0,urban,0,51,0,0,0,0,0,0,0.461,33582,0.325,9.444,0.231,0.649,0.023,2528,0.250,11.667,8.237,14.8,8.850,,0.017,2517,0.179,0.685,0.200,2.739,0.007,0.018,0.020,0.010,0.799,0.676,0.000,0.150,0.078,0.587,-0.003,#REF!
23100,Madison,WI,Midwest,East North Central,"590,755",1,urban,0,44,0,0,0,0,0,0,0.365,40576,0.381,13.799,0.243,0.524,0.029,2839,0.250,11.667,7.953,15.2,3.277,,0.010,3128,0.022,0.733,0.132,0.699,0.007,0.027,0.026,0.049,1.860,0.546,0.000,0.175,0.091,0.536,0.001,#REF!
23200,Dubuque,IA,Midwest,West North Central,"163,189",0,urban,0,54,0,0,0,0,0,0,0.524,36443,0.338,11.587,0.222,0.650,0.022,1773,2.860,3.714,5.516,15.8,3.928,-0.013,0.031,13580,0.136,0.687,0.192,4.490,0.007,0.012,0.013,0.019,1.147,0.813,0.001,0.148,0.079,0.599,0.001,#REF!
23301,Charleston,IL,Midwest,East North Central,"101,161",0,rural,0,44,0,0,0,0,0,0,0.481,31206,0.352,6.921,0.283,0.604,0.017,1503,0.000,0.476,4.034,17.3,9.104,0.016,0.020,2968,0.111,0.630,0.223,1.550,0.005,0.013,0.014,0.011,0.609,0.456,,0.187,0.098,0.530,-0.004,#REF!
