cz,cz_name,state,region,division,pop_2000,top_100,urban,rel_mobility,abs_mobility,prob_q1q5,frac_black,racial_seg,income_seg,poverty_seg,affluence_seg,frac_commute_under15,hhi_percap,gini,top1inc_share,gini_bottom99,frac_p25top75,taxrate,gov_exp,inctax_progressive,eitc,sch_exp,tchr_ratio,test_pctile,hs_dropout,colleges_percap,college_tuition,college_gradrate,labor_participation,manufacturing,growth_imports,teen_lfp,migration_in,migration_out,foreign_born,social_capital,frac_religious,crime_rate,frac_single_mothers,frac_divorced,frac_married,inc_growth,Urban or Rural
11403,Sault Ste. Marie,MI,Midwest,East North Central,"57,510",0,rural,0,42,0,0,0,0,0,0,0.539,26896,0.381,8.244,0.298,0.588,0.030,2279,0.000,0.000,6.246,17.2,-1.094,,0.035,3725,-0.091,0.535,0.052,0.251,0.006,0.009,0.007,0.024,-0.010,0.352,0.001,0.223,0.111,0.534,0.009,#REF!
11500,Jackson,MI,Midwest,East North Central,"303,839",0,urban,0,40,0,0,0,0,0,0,0.356,36188,0.350,8.529,0.265,0.561,0.022,1937,0.000,0.000,5.998,20.3,-3.269,,0.020,9197,-0.147,0.634,0.271,1.279,0.005,0.018,0.016,0.016,-0.014,0.350,0.001,0.205,0.101,0.595,-0.018,#REF!
11600,Detroit,MI,Midwest,East North Central,"5,327,827",1,urban,0,37,0,0,0,0,0,0,0.243,44745,0.443,14.548,0.297,0.434,0.029,2629,0.000,0.000,7.582,20.9,-5.393,,0.008,5169,-0.115,0.646,0.227,0.747,0.005,0.008,0.013,0.071,-0.263,0.408,0.003,0.249,0.105,0.516,-0.018,#REF!
11700,Lansing,MI,Midwest,East North Central,"447,728",0,urban,0,40,0,0,0,0,0,0,0.356,37719,0.359,10.217,0.257,0.509,0.029,2773,0.000,0.000,7.619,19.1,-1.481,,0.011,4725,0.185,0.689,0.133,0.200,0.005,0.020,0.025,0.045,1.048,0.375,0.001,0.228,0.105,0.510,-0.014,#REF!
11800,Mount Pleasant,MI,Midwest,East North Central,"136,888",0,rural,0,42,0,0,0,0,0,0,0.467,27945,0.375,8.002,0.295,0.585,0.025,1880,0.000,0.000,7.390,18.3,2.197,,0.022,4345,0.120,0.602,0.152,0.636,0.004,0.023,0.019,0.017,-0.164,0.282,0.001,0.205,0.093,0.500,-0.017,#REF!
11900,Saginaw,MI,Midwest,East North Central,"540,707",0,urban,0,41,0,0,0,0,0,0,0.376,36938,0.398,8.790,0.310,0.506,0.026,2118,0.000,0.000,6.193,20.1,-1.907,,0.007,4224,-0.092,0.613,0.221,0.683,0.004,0.011,0.012,0.019,0.544,0.504,0.001,0.228,0.095,0.573,-0.011,#REF!
12001,Big Rapids,MI,Midwest,East North Central,"120,045",0,rural,0,42,0,0,0,0,0,0,0.407,30109,0.371,7.829,0.293,0.593,0.029,1751,0.000,0.000,6.059,19.4,1.666,,0.017,4440,0.048,0.603,0.233,1.631,0.005,0.020,0.016,0.015,0.068,0.326,0.002,0.205,0.105,0.583,-0.013,#REF!
12002,Ludington,MI,Midwest,East North Central,"52,801",0,rural,0,42,0,0,0,0,0,0,0.493,33400,0.371,9.758,0.274,0.600,0.035,2207,0.000,0.000,6.004,18.3,6.417,,0.019,1974,-0.225,0.589,0.208,1.481,0.006,0.016,0.016,0.014,1.041,0.447,0.001,0.206,0.105,0.590,0.001,#REF!
12100,Kalamazoo,MI,Midwest,East North Central,"509,606",0,urban,0,38,0,0,0,0,0,0,0.360,36931,0.412,10.894,0.303,0.520,0.025,2149,0.000,0.000,6.573,18.9,-2.101,,0.014,5369,-0.016,0.667,0.237,0.781,0.005,0.019,0.020,0.032,0.292,0.325,0.002,0.232,0.106,0.543,-0.011,#REF!
12200,Grand Rapids,MI,Midwest,East North Central,"1,286,045",1,urban,0,40,0,0,0,0,0,0,0.344,37483,0.381,12.659,0.254,0.559,0.026,2328,0.000,0.000,7.234,19.8,0.369,,0.012,7137,-0.014,0.682,0.270,1.197,0.005,0.012,0.012,0.046,0.505,0.469,0.002,0.193,0.095,0.571,-0.015,#REF!
12301,Traverse City,MI,Midwest,East North Central,"154,452",0,rural,0,42,0,0,0,0,0,0,0.356,39703,0.416,13.983,0.276,0.595,0.034,2555,0.000,0.000,6.314,18.8,5.284,,0.006,2984,-0.279,0.654,0.139,0.814,0.007,0.018,0.013,0.019,0.900,0.380,0.001,0.174,0.105,0.612,-0.002,#REF!
12302,Petoskey,MI,Midwest,East North Central,"83,975",0,rural,0,42,0,0,0,0,0,0,0.428,37711,0.488,21.387,0.274,0.599,0.038,2363,0.000,0.000,6.357,19.1,6.258,,0.012,2190,-0.305,0.633,0.142,0.671,0.007,0.016,0.013,0.014,0.933,0.416,0.001,0.178,0.107,0.608,0.011,#REF!
12401,Alpena,MI,Midwest,East North Central,"84,783",0,rural,0,42,0,0,0,0,0,0,0.472,34474,0.363,7.544,0.287,0.606,0.028,2344,0.000,0.000,5.684,19.2,-1.233,,0.012,2460,-0.053,0.530,0.170,0.695,0.004,0.016,0.011,0.012,0.715,0.572,0.001,0.184,0.102,0.605,-0.006,#REF!
12402,Grayling charter,MI,Midwest,East North Central,"104,421",0,rural,0,42,0,0,0,0,0,0,0.457,34360,0.433,13.319,0.300,0.556,0.034,1681,0.000,0.000,5.917,18.8,-0.154,,0.010,2141,-0.205,0.532,0.140,1.079,0.006,0.022,0.014,0.015,0.606,0.351,0.001,0.192,0.105,0.621,-0.011,#REF!
12501,Dayton,OH,Midwest,East North Central,"1,179,009",1,urban,0,38,0,0,0,0,0,0,0.341,39002,0.387,10.176,0.286,0.578,0.025,2162,2.660,0.000,5.710,18.9,6.093,,0.016,8460,0.038,0.653,0.220,0.942,0.005,0.012,0.015,0.021,0.475,0.398,0.002,0.234,0.112,0.556,-0.011,#REF!
12502,Washington Court House,OH,Midwest,East North Central,"109,851",0,rural,0,39,0,0,0,0,0,0,0.345,32903,0.330,8.036,0.250,0.644,0.019,1850,2.660,0.000,4.805,20.5,7.924,,0.018,8683,-0.056,0.654,0.225,3.351,0.005,0.026,0.023,0.009,0.210,0.318,0.000,0.193,0.105,0.597,-0.011,#REF!
12600,Wayne,IN,Midwest,East North Central,"104,034",0,urban,0,37,0,0,0,0,0,0,0.464,34115,0.389,10.525,0.284,0.590,0.022,2148,0.000,0.000,7.067,18.0,-1.393,,0.029,11267,-0.080,0.643,0.282,1.444,0.005,0.012,0.016,0.012,0.887,0.417,0.002,0.219,0.116,0.586,-0.012,#REF!
12701,Cincinnati,OH,Midwest,East North Central,"1,954,800",1,urban,0,38,0,0,0,0,0,0,0.258,42063,0.452,13.814,0.314,0.524,0.024,2174,2.660,0.000,6.243,19.1,5.432,-0.015,0.015,5415,-0.011,0.667,0.173,1.216,0.006,0.011,0.012,0.026,0.388,0.444,0.002,0.225,0.102,0.546,-0.010,#REF!
12702,Maysville,KY,South,East South Central,"52,963",0,urban,0,40,0,0,0,0,0,0,0.322,27372,0.422,8.344,0.338,0.519,0.013,1613,0.200,0.000,6.080,16.3,-3.840,-0.005,0.019,1150,0.002,0.585,0.223,11.189,0.003,0.011,0.009,0.006,-0.162,0.523,0.001,0.173,0.101,0.603,-0.003,#REF!
12800,Washington,IN,Midwest,East North Central,"134,026",0,urban,0,43,0,0,0,0,0,0,0.314,35835,0.312,8.426,0.228,0.632,0.016,1944,0.000,0.000,6.150,19.5,3.411,,,,,0.679,0.279,4.476,0.006,0.022,0.016,0.009,0.360,0.535,0.001,0.152,0.094,0.623,-0.006,#REF!
12901,Lexington-Fayette,KY,South,East South Central,"525,970",0,urban,0,37,0,0,0,0,0,0,0.345,36577,0.485,13.300,0.352,0.490,0.019,1527,0.200,0.000,5.984,16.6,-3.656,0.015,0.019,4441,0.054,0.677,0.162,2.320,0.004,0.016,0.016,0.037,0.304,0.514,0.002,0.223,0.111,0.544,-0.004,#REF!
12902,Mount Sterling,KY,South,East South Central,"40,195",0,rural,0,39,0,0,0,0,0,0,0.323,28067,0.458,12.550,0.332,0.508,0.010,1230,0.200,0.000,5.556,15.8,-6.920,0.014,,,,0.571,0.235,1.400,0.003,0.018,0.013,0.005,-1.132,0.342,0.001,0.193,0.114,0.604,-0.014,#REF!
12903,Danville,KY,South,East South Central,"86,667",0,rural,0,40,0,0,0,0,0,0,0.353,30746,0.392,7.263,0.319,0.552,0.012,1239,0.200,0.000,5.847,16.0,-3.142,0.009,0.012,16900,0.452,0.603,0.243,1.319,0.004,0.020,0.015,0.014,-0.026,0.693,0.001,0.195,0.106,0.616,-0.005,#REF!
13000,Elizabethtown,KY,South,East South Central,"176,597",0,urban,0,42,0,0,0,0,0,0,0.338,29945,0.351,8.532,0.265,0.619,0.011,1517,0.200,0.000,5.676,18.0,-1.755,-0.006,0.011,1084,-0.103,0.639,0.200,0.751,0.003,0.032,0.026,0.029,-1.309,0.526,0.001,0.191,0.107,0.612,-0.007,#REF!
13101,Louisville,KY,South,East South Central,"1,100,767",1,urban,0,38,0,0,0,0,0,0,0.261,39192,0.471,13.684,0.334,0.506,0.019,1833,0.200,0.000,5.998,17.9,-6.336,0.020,0.014,6141,-0.045,0.660,0.162,0.945,0.005,0.012,0.012,0.027,0.388,0.529,0.003,0.250,0.120,0.541,-0.011,#REF!
13102,Madison,IN,Midwest,East North Central,"49,985",0,urban,0,41,0,0,0,0,0,0,0.411,31205,0.355,6.725,0.288,0.581,0.018,2190,0.000,0.000,6.341,17.3,-0.717,0.008,0.040,9008,-0.044,0.644,0.272,6.025,0.005,0.021,0.019,0.013,0.462,0.504,0.001,0.205,0.123,0.586,-0.003,#REF!
13103,Bardstown,KY,South,East South Central,"66,605",0,rural,0,44,0,0,0,0,0,0,0.373,30726,0.395,12.494,0.270,0.610,0.011,1284,0.200,0.000,6.317,18.2,-1.755,-0.002,0.015,6000,-0.105,0.628,0.291,0.956,0.004,0.021,0.016,0.011,0.475,0.768,0.001,0.202,0.101,0.568,-0.006,#REF!
13200,Owensboro,KY,South,East South Central,"177,640",0,urban,0,43,0,0,0,0,0,0,0.387,31538,0.387,9.513,0.292,0.592,0.013,2194,0.200,0.000,6.026,16.7,9.696,-0.015,0.023,4452,-0.039,0.602,0.218,1.108,0.004,0.007,0.008,0.009,0.473,0.698,0.001,0.192,0.107,0.603,-0.008,#REF!
13300,Findlay,OH,Midwest,East North Central,"246,623",0,rural,0,44,0,0,0,0,0,0,0.457,34869,0.302,8.274,0.219,0.684,0.020,1699,2.660,0.000,5.355,19.2,11.407,,0.024,14624,0.083,0.666,0.324,1.286,0.005,0.014,0.015,0.014,1.106,0.523,0.001,0.185,0.099,0.581,-0.008,#REF!
13400,Lima,OH,Midwest,East North Central,"260,393",0,urban,0,45,0,0,0,0,0,0,0.445,35092,0.316,9.453,0.221,0.665,0.020,1859,2.660,0.000,5.109,19.7,13.717,,0.019,7747,0.056,0.652,0.298,2.666,0.005,0.009,0.011,0.009,1.414,0.629,0.001,0.174,0.090,0.590,-0.004,#REF!
13501,Toledo,OH,Midwest,East North Central,"834,343",1,urban,0,39,0,0,0,0,0,0,0.345,38616,0.386,10.884,0.277,0.552,0.029,2128,2.660,0.000,6.145,18.8,2.054,,0.012,3600,-0.054,0.659,0.214,0.996,0.005,0.013,0.015,0.026,0.442,0.513,0.001,0.236,0.105,0.538,-0.012,#REF!
13502,Defiance,OH,Midwest,East North Central,"98,981",0,rural,0,44,0,0,0,0,0,0,0.437,35188,0.315,11.039,0.204,0.681,0.020,1798,2.660,0.000,5.048,19.6,13.318,,0.010,14850,0.055,0.679,0.422,3.971,0.005,0.012,0.015,0.011,0.929,0.520,0.000,0.175,0.100,0.602,-0.012,#REF!
13600,South Bend,IN,Midwest,East North Central,"657,906",1,urban,0,39,0,0,0,0,0,0,0.385,36189,0.423,11.211,0.311,0.545,0.020,1862,0.000,0.000,6.498,18.3,-2.923,,0.021,12138,0.077,0.649,0.247,1.391,0.005,0.015,0.017,0.040,0.065,0.424,0.001,0.231,0.106,0.552,-0.011,#REF!
13700,Concord,IN,Midwest,East North Central,"372,184",0,urban,0,42,0,0,0,0,0,0,0.405,35487,0.395,15.141,0.244,0.627,0.021,2052,0.000,0.000,6.437,18.8,-4.199,,0.005,8100,0.051,0.686,0.421,3.359,0.005,0.019,0.019,0.052,-0.043,0.360,0.001,0.180,0.105,0.590,-0.017,#REF!
13800,Wayne,IN,Midwest,East North Central,"129,528",0,rural,0,43,0,0,0,0,0,0,0.439,35790,0.364,15.072,0.213,0.635,0.021,2007,0.000,0.000,6.961,18.4,1.626,,0.015,13030,0.086,0.679,0.392,1.894,0.005,0.020,0.022,0.022,0.556,0.404,0.000,0.151,0.100,0.611,-0.006,#REF!
13900,Center,IN,Midwest,East North Central,"192,308",0,urban,0,40,0,0,0,0,0,0,0.451,37701,0.337,8.196,0.255,0.537,0.020,2569,0.000,0.000,6.665,17.8,0.629,,0.010,2811,-0.271,0.632,0.326,1.733,0.005,0.012,0.015,0.020,0.854,0.448,0.001,0.201,0.118,0.588,-0.018,#REF!
14000,Muncie,IN,Midwest,East North Central,"415,487",0,urban,0,38,0,0,0,0,0,0,0.417,34884,0.384,10.075,0.283,0.557,0.019,1858,0.000,0.000,6.655,17.2,-3.912,,0.022,6770,0.127,0.621,0.239,1.120,0.004,0.011,0.015,0.011,0.654,0.352,0.001,0.229,0.115,0.569,-0.022,#REF!
14100,Fort Wayne,IN,Midwest,East North Central,"557,161",0,urban,0,41,0,0,0,0,0,0,0.352,38529,0.381,13.303,0.248,0.573,0.018,1814,0.000,0.000,6.491,19.1,-0.560,,0.020,7206,-0.155,0.701,0.272,2.138,0.004,0.013,0.014,0.028,0.901,0.486,0.003,0.200,0.105,0.576,-0.015,#REF!
14200,Indianapolis,IN,Midwest,East North Central,"1,507,346",1,urban,0,37,0,0,0,0,0,0,0.262,42510,0.459,13.844,0.320,0.479,0.023,2519,0.000,0.000,6.991,18.8,0.549,,0.009,8685,-0.104,0.699,0.154,0.936,0.005,0.020,0.016,0.035,0.690,0.408,0.004,0.226,0.115,0.550,-0.012,#REF!
14300,Columbus,IN,Midwest,East North Central,"163,284",0,urban,0,40,0,0,0,0,0,0,0.404,35466,0.381,12.380,0.257,0.593,0.020,2590,0.000,0.000,6.341,19.3,0.477,,0.012,3264,-0.302,0.671,0.345,1.770,0.005,0.015,0.015,0.024,0.535,0.500,0.002,0.175,0.116,0.625,-0.006,#REF!
14400,Terre Haute,IN,Midwest,East North Central,"261,832",0,urban,0,42,0,0,0,0,0,0,0.391,31382,0.367,8.691,0.280,0.592,0.020,1875,0.000,0.000,6.450,17.3,-0.317,,0.027,8388,0.092,0.610,0.202,1.947,0.005,0.013,0.015,0.013,0.611,0.366,0.002,0.197,0.113,0.566,-0.011,#REF!
14500,Lafayette,IN,Midwest,East North Central,"347,966",0,urban,0,43,0,0,0,0,0,0,0.429,32345,0.349,8.583,0.264,0.586,0.020,1719,0.000,0.000,6.300,18.1,0.095,0.021,0.011,3657,0.161,0.644,0.236,1.115,0.005,0.015,0.017,0.048,0.435,0.393,0.001,0.191,0.097,0.547,-0.011,#REF!
14600,Bloomington,IN,Midwest,East North Central,"280,923",0,urban,0,41,0,0,0,0,0,0,0.397,30525,0.394,10.999,0.284,0.574,0.018,1620,0.000,0.000,6.010,18.9,1.814,,0.007,3893,0.264,0.634,0.181,4.994,0.005,0.015,0.017,0.029,0.043,0.402,0.001,0.180,0.102,0.523,-0.010,#REF!
14700,Evansville,IN,Midwest,East North Central,"388,604",0,urban,0,44,0,0,0,0,0,0,0.366,36908,0.402,13.881,0.263,0.574,0.021,2022,0.000,0.000,6.535,18.1,0.957,0.014,0.018,6157,-0.039,0.667,0.225,1.337,0.005,0.007,0.007,0.013,1.290,0.509,0.003,0.188,0.110,0.585,-0.005,#REF!
14801,Olney,IL,Midwest,East North Central,"55,642",0,rural,0,47,0,0,0,0,0,0,0.486,31875,0.343,8.230,0.261,0.643,0.013,2254,0.000,0.476,4.303,15.7,9.889,0.007,0.036,5275,0.010,0.603,0.215,21.031,0.005,0.011,0.011,0.006,1.562,0.626,,0.176,0.106,0.608,0.008,#REF!
14802,Vincennes,IN,Midwest,East North Central,"54,708",0,rural,0,45,0,0,0,0,0,0,0.488,30101,0.379,8.491,0.294,0.584,0.014,2268,0.000,0.000,5.712,16.7,4.262,0.035,0.018,2500,-0.127,0.627,0.122,0.963,0.006,0.010,0.011,0.010,0.687,0.495,0.001,0.204,0.107,0.560,-0.012,#REF!
14900,Gary,IN,Midwest,East North Central,"675,971",1,urban,0,41,0,0,0,0,0,0,0.277,38097,0.369,10.709,0.262,0.532,0.024,2258,0.000,0.000,7.061,20.3,-3.780,,0.016,7395,-0.102,0.637,0.197,0.994,0.004,0.024,0.019,0.046,-0.229,0.439,0.002,0.244,0.100,0.533,-0.012,#REF!
15000,Canton,OH,Midwest,East North Central,"700,866",1,urban,0,42,0,0,0,0,0,0,0.378,35700,0.381,11.019,0.271,0.633,0.021,1768,2.660,0.000,5.563,19.3,12.753,,0.014,8639,-0.039,0.642,0.259,1.550,0.005,0.013,0.013,0.015,0.977,0.493,0.001,0.187,0.101,0.584,-0.009,#REF!
15100,Lorain,OH,Midwest,East North Central,"423,702",0,urban,0,40,0,0,0,0,0,0,0.362,38660,0.342,8.711,0.255,0.599,0.025,2044,2.660,0.000,5.833,19.0,7.879,,0.014,11565,-0.088,0.648,0.256,1.477,0.005,0.022,0.018,0.023,0.699,0.478,0.001,0.222,0.106,0.568,-0.010,#REF!
15200,Cleveland,OH,Midwest,East North Central,"2,661,167",1,urban,0,38,0,0,0,0,0,0,0.268,42208,0.463,13.743,0.326,0.538,0.031,2677,2.660,0.000,6.958,18.4,5.208,,0.011,7049,-0.034,0.648,0.189,1.144,0.005,0.010,0.015,0.048,0.455,0.518,0.001,0.254,0.107,0.521,-0.012,#REF!
15300,Parkersburg,WV,South,South Atlantic,"202,967",0,urban,0,42,0,0,0,0,0,0,0.346,32372,0.375,7.579,0.300,0.578,0.017,1826,2.500,0.000,5.851,16.9,-0.284,-0.003,0.025,7253,0.030,0.582,0.190,1.383,0.003,0.007,0.008,0.008,0.333,0.398,0.001,0.190,0.108,0.599,-0.001,#REF!
15400,Zanesville,OH,Midwest,East North Central,"188,410",0,urban,0,41,0,0,0,0,0,0,0.346,30313,0.352,8.705,0.265,0.615,0.019,1635,2.660,0.000,4.950,19.2,7.247,,0.016,7501,0.023,0.603,0.240,3.840,0.004,0.014,0.014,0.008,0.576,0.353,0.000,0.202,0.107,0.578,-0.006,#REF!
15500,Steubenville,OH,Midwest,East North Central,"132,008",0,urban,0,41,0,0,0,0,0,0,0.378,32010,0.350,9.312,0.257,0.632,0.020,1512,2.660,0.000,5.935,17.5,8.384,-0.009,0.023,11197,0.196,0.546,0.216,1.316,0.003,0.011,0.012,0.013,0.893,0.448,0.001,0.211,0.098,0.571,-0.002,#REF!
15600,Wheeling,WV,South,South Atlantic,"195,637",0,urban,0,45,0,0,0,0,0,0,0.343,31111,0.403,10.613,0.297,0.578,0.017,1664,2.500,0.000,6.139,16.5,1.849,-0.006,0.026,4864,-0.089,0.546,0.141,0.795,0.003,0.005,0.007,0.009,0.790,0.510,0.001,0.203,0.099,0.570,-0.003,#REF!
15700,Scioto,OH,Midwest,East North Central,"225,682",0,rural,0,38,0,0,0,0,0,0,0.322,28949,0.403,9.722,0.305,0.573,0.019,1577,2.660,0.000,4.927,20.4,3.963,,0.018,3057,-0.054,0.545,0.203,0.379,0.004,0.011,0.011,0.007,0.105,0.253,0.001,0.215,0.119,0.563,-0.011,#REF!
15800,Athens,OH,Midwest,East North Central,"142,321",0,rural,0,40,0,0,0,0,0,0,0.359,24643,0.395,7.157,0.323,0.566,0.024,1710,2.660,0.000,5.361,17.3,0.706,-0.008,0.028,4775,0.188,0.549,0.103,0.948,0.003,0.012,0.013,0.017,-0.328,0.251,0.001,0.201,0.095,0.523,-0.003,#REF!
15900,Columbus,OH,Midwest,East North Central,"1,663,807",1,urban,0,38,0,0,0,0,0,0,0.271,40286,0.451,14.001,0.311,0.545,0.029,2301,2.660,0.000,6.531,19.0,3.690,,0.013,8030,0.107,0.692,0.119,0.845,0.005,0.020,0.019,0.044,0.610,0.363,0.003,0.228,0.110,0.527,-0.010,#REF!
16000,Mansfield,OH,Midwest,East North Central,"326,186",0,urban,0,40,0,0,0,0,0,0,0.403,33186,0.335,7.903,0.256,0.640,0.022,1713,2.660,0.000,5.248,18.9,4.968,,0.015,6365,-0.016,0.622,0.283,1.275,0.005,0.013,0.013,0.012,0.992,0.395,0.001,0.206,0.113,0.572,-0.011,#REF!
16100,State College,PA,Northeast,Mid-Atlantic,"310,658",0,urban,0,48,0,0,0,0,0,0,0.397,28923,0.373,8.759,0.285,0.613,0.020,1367,0.000,0.000,6.981,17.8,6.352,-0.013,0.019,7303,0.432,0.582,0.159,0.907,0.004,0.013,0.015,0.029,0.295,0.464,0.001,0.153,0.071,0.528,-0.002,#REF!
16200,Altoona,PA,Northeast,Mid-Atlantic,"411,749",0,urban,0,47,0,0,0,0,0,0,0.391,30392,0.371,9.835,0.272,0.622,0.018,1550,0.000,0.000,7.147,18.1,7.231,-0.015,0.017,7679,0.241,0.570,0.154,1.449,0.003,0.006,0.008,0.010,0.938,0.650,0.001,0.177,0.078,0.564,0.003,#REF!
16300,Pittsburgh,PA,Northeast,Mid-Atlantic,"2,561,364",1,urban,0,45,0,0,0,0,0,0,0.287,38686,0.450,13.848,0.312,0.533,0.025,2244,0.000,0.000,8.199,18.1,5.035,-0.010,0.022,8789,0.092,0.599,0.124,0.556,0.004,0.007,0.011,0.025,0.604,0.651,0.002,0.209,0.082,0.545,-0.001,#REF!
16400,Youngstown,OH,Midwest,East North Central,"809,682",1,urban,0,41,0,0,0,0,0,0,0.374,34808,0.387,10.241,0.284,0.603,0.019,1645,2.660,0.000,6.079,19.2,6.568,-0.016,0.025,9907,0.011,0.589,0.226,0.965,0.004,0.008,0.011,0.019,0.906,0.549,0.001,0.231,0.101,0.554,-0.010,#REF!
16500,Erie,PA,Northeast,Mid-Atlantic,"659,098",1,urban,0,44,0,0,0,0,0,0,0.427,31989,0.392,10.490,0.287,0.596,0.024,2011,0.000,0.000,7.642,17.7,5.037,-0.008,0.021,7200,0.152,0.611,0.230,1.341,0.004,0.007,0.009,0.019,0.694,0.521,0.001,0.213,0.090,0.546,-0.005,#REF!
16600,Roanoke,VA,South,South Atlantic,"468,038",0,urban,0,40,0,0,0,0,0,0,0.334,34411,0.424,9.212,0.332,0.544,0.022,1632,0.000,0.000,6.208,16.6,3.084,-0.002,0.024,3970,0.206,0.620,0.171,1.109,0.005,0.008,0.009,0.027,-0.196,0.458,0.001,0.211,0.096,0.545,-0.004,#REF!
16701,Elkins,WV,South,South Atlantic,"60,271",0,rural,0,45,0,0,0,0,0,0,0.388,26302,0.391,8.336,0.307,0.560,0.009,1400,2.500,0.000,5.979,14.7,-6.483,-0.017,0.033,13180,0.152,0.539,0.118,2.177,0.004,0.005,0.005,0.006,-0.342,0.357,0.001,0.168,0.112,0.580,-0.001,#REF!
16702,Morgantown,WV,South,South Atlantic,"259,942",0,urban,0,44,0,0,0,0,0,0,0.336,28593,0.424,9.565,0.328,0.560,0.015,1641,2.500,0.000,6.507,16.0,-6.397,-0.008,0.027,2143,0.131,0.564,0.081,0.572,0.003,0.007,0.007,0.019,0.372,0.370,0.001,0.189,0.092,0.536,-0.006,#REF!
16703,Buckhannon,WV,South,South Atlantic,"40,323",0,rural,0,47,0,0,0,0,0,0,0.377,25062,0.404,7.553,0.328,0.550,0.014,1221,2.500,0.000,6.238,16.1,-10.275,-0.011,0.025,16800,0.197,0.532,0.112,0.740,0.003,0.008,0.011,0.005,-0.141,0.312,0.001,0.181,0.101,0.577,0.006,#REF!
16801,Beckley,WV,South,South Atlantic,"174,251",0,urban,0,43,0,0,0,0,0,0,0.330,28131,0.446,11.535,0.331,0.539,0.012,1317,2.500,0.000,6.099,16.0,-6.880,-0.002,0.029,5808,-0.242,0.490,0.069,0.306,0.003,0.006,0.007,0.009,-0.862,0.303,0.001,0.217,0.104,0.580,-0.006,#REF!
16802,Summersville,WV,South,South Atlantic,"58,143",0,rural,0,46,0,0,0,0,0,0,0.329,25662,0.452,13.730,0.314,0.545,0.012,1483,2.500,0.000,6.065,14.8,-6.952,-0.008,0.034,1027,-0.020,0.486,0.094,0.170,0.003,0.006,0.007,0.005,-0.593,0.322,0.002,0.175,0.101,0.595,-0.004,#REF!
16901,Charleston,WV,South,South Atlantic,"347,345",0,urban,0,42,0,0,0,0,0,0,0.280,34109,0.474,12.717,0.347,0.518,0.016,1532,2.500,0.000,6.254,15.7,-9.146,0.006,0.017,3243,-0.110,0.553,0.083,0.260,0.003,0.008,0.010,0.011,-0.087,0.300,0.002,0.210,0.113,0.573,-0.002,#REF!
16902,Spencer,WV,South,South Atlantic,"23,028",0,rural,0,47,0,0,0,0,0,0,0.268,23337,0.356,6.941,0.287,0.552,0.011,1333,2.500,0.000,6.717,14.8,-10.746,0.001,,,,0.491,0.141,0.231,0.003,0.013,0.009,0.006,-0.651,0.247,0.001,0.163,0.100,0.603,-0.005,#REF!
17000,Pikeville,KY,South,East South Central,"204,354",0,rural,0,43,0,0,0,0,0,0,0.295,23076,0.474,10.775,0.366,0.501,0.011,1240,0.200,0.000,6.460,15.4,-2.262,0.001,0.010,3671,-0.142,0.435,0.054,0.023,0.002,0.003,0.006,0.004,-1.347,0.331,0.001,0.186,0.103,0.608,0.004,#REF!
17100,Huntington,KY,South,East South Central,"344,380",0,urban,0,40,0,0,0,0,0,0,0.343,29101,0.467,11.153,0.355,0.519,0.014,1448,0.200,0.000,6.436,16.5,-2.126,0.001,0.020,2400,-0.038,0.541,0.122,0.450,0.003,0.007,0.008,0.009,-0.404,0.370,0.001,0.208,0.107,0.577,-0.003,#REF!
17200,Harrisonburg,VA,South,South Atlantic,"174,641",0,urban,0,44,0,0,0,0,0,0,0.378,31025,0.409,11.826,0.291,0.591,0.018,1501,0.000,0.000,5.499,15.9,5.775,-0.006,0.017,3568,0.381,0.641,0.217,1.544,0.005,0.016,0.011,0.041,-0.385,0.465,0.001,0.163,0.080,0.548,0.002,#REF!
17300,Staunton,VA,South,South Atlantic,"188,559",0,urban,0,42,0,0,0,0,0,0,0.344,34674,0.368,7.971,0.288,0.592,0.020,1465,0.000,0.000,6.003,,3.633,,0.037,9809,0.122,0.607,0.206,3.520,0.005,0.011,0.007,0.019,-0.200,0.492,0.001,0.197,0.098,0.583,-0.004,#REF!
17400,Hagerstown,PA,Northeast,Mid-Atlantic,"408,535",0,urban,0,43,0,0,0,0,0,0,0.298,34829,0.351,8.689,0.264,0.607,0.016,1512,0.000,0.000,6.288,17.4,1.236,0.007,0.015,3360,-0.034,0.633,0.176,1.427,0.005,0.031,0.012,0.019,-0.256,0.391,0.002,0.186,0.097,0.598,0.006,#REF!
17501,Cumberland,MD,South,South Atlantic,"155,822",0,urban,0,44,0,0,0,0,0,0,0.373,29147,0.425,13.041,0.294,0.589,0.018,1840,1.000,11.429,6.553,16.0,-2.043,-0.006,0.032,12039,-0.059,0.566,0.168,0.739,0.004,0.008,0.007,0.009,0.038,0.491,0.002,0.187,0.085,0.600,0.000,#REF!
17502,Winchester,VA,South,South Atlantic,"115,649",0,urban,0,42,0,0,0,0,0,0,0.301,36887,0.402,10.978,0.292,0.575,0.020,1801,0.000,0.000,6.326,16.6,0.058,-0.003,0.017,9058,-0.058,0.669,0.182,1.205,0.005,0.039,0.023,0.029,-0.875,0.391,0.001,0.172,0.098,0.584,0.002,#REF!
